,title,year,rating,dubious,imdbid,id,submitterid,date,visible
26,Dickson Greeting,1891.0,0.0,0.0,241373.0,9626.0,18908.0,2021-04-06 01:56:10,1.0
27,Men Boxing,1891.0,0.0,0.0,241715.0,9628.0,18910.0,2021-04-07 00:45:14,1.0
28,Newark Athlete,1891.0,0.0,0.0,241763.0,9629.0,18911.0,2021-04-07 00:47:45,1.0
29,"Duncan and Another, Blacksmith Shop",1891.0,0.0,0.0,241393.0,9792.0,19121.0,2021-05-06 02:01:21,1.0
30,Duncan Smoking,1891.0,0.0,0.0,241392.0,9793.0,19122.0,2021-05-06 02:02:10,1.0
31,Duncan or Devonald with Muslin Cloud,1891.0,0.0,0.0,241394.0,9794.0,19123.0,2021-05-06 02:03:58,1.0
32,"Monkey and Another, Boxing",1891.0,0.0,0.0,241735.0,9795.0,19129.0,2021-05-07 00:34:46,1.0
33,Je vous aime,1891.0,0.0,0.0,3201916.0,9800.0,19136.0,2021-05-08 23:17:53,1.0
34,La vague,1891.0,0.0,0.0,3508566.0,9802.0,19141.0,2021-05-10 02:09:57,1.0
35,Two Fencers,1891.0,0.0,0.0,5447082.0,9943.0,19346.0,2021-07-06 02:00:05,1.0
36,Pauvre Pierrot,1892.0,0.0,0.0,3.0,5433.0,10044.0,2014-05-02 10:01:07,1.0
37,Un bon bock,1892.0,0.0,0.0,4.0,9631.0,18914.0,2021-04-08 00:25:57,1.0
38,Le clown et ses chiens,1892.0,0.0,0.0,2.0,9632.0,18915.0,2021-04-09 01:16:04,1.0
39,Fencing,1892.0,0.0,0.0,241446.0,9951.0,19360.0,2021-07-09 17:38:56,1.0
40,Le prince de Galles,1892.0,0.0,0.0,234520.0,9952.0,19361.0,2021-07-09 17:40:53,1.0
41,Wrestling,1892.0,0.0,0.0,242148.0,9948.0,19353.0,2021-07-07 12:02:10,1.0
42,Boxing,1892.0,0.0,0.0,241266.0,9986.0,19408.0,2021-07-27 01:30:39,1.0
43,Blacksmith Scene,1893.0,0.0,0.0,5.0,9583.0,18852.0,2021-03-24 20:33:30,1.0
44,Annabelle Butterfly Dance,1894.0,0.0,0.0,229217.0,9636.0,18919.0,2021-04-10 00:22:10,1.0
45,Edison Kinetoscope Records: Annie Oakley,1894.0,0.0,0.0,8419312.0,9642.0,18926.0,2021-04-10 22:06:39,1.0
46,Autour d&#39;une cabine,1894.0,0.0,0.0,15.0,9646.0,18934.0,2021-04-11 20:03:30,1.0
47,"Barbershop, The",1894.0,0.0,0.0,229235.0,9648.0,18938.0,2021-04-13 01:50:58,1.0
48,Bucking Broncho,1894.0,0.0,0.0,309396.0,9649.0,18940.0,2021-04-14 20:08:40,1.0
49,Buffalo Dance,1894.0,0.0,0.0,309402.0,9650.0,18944.0,2021-04-16 01:19:03,1.0
50,Carmencita,1894.0,0.0,0.0,1.0,9651.0,18947.0,2021-04-16 20:53:13,1.0
51,Edison Kinetoscopic Record of a Sneeze,1894.0,0.0,0.0,8.0,9652.0,18948.0,2021-04-17 00:03:50,1.0
52,Dickson Experimental Sound Film,1894.0,0.0,0.0,177707.0,9654.0,18951.0,2021-04-18 00:25:40,1.0
53,Chinese Opium Den,1894.0,0.0,0.0,6.0,9655.0,18953.0,2021-04-18 02:39:00,1.0
54,Corbett and Courtney Before the Kinetograph,1894.0,0.0,0.0,7.0,9656.0,18955.0,2021-04-18 18:46:16,1.0
55,Falling Cat,1894.0,0.0,0.0,2049440.0,9662.0,18965.0,2021-04-20 00:15:33,1.0
56,"Glenroy Bros., No. 2",1894.0,0.0,0.0,312728.0,9663.0,18967.0,2021-04-21 01:31:29,1.0
57,Glenroy Brothers,1894.0,0.0,0.0,256782.0,9664.0,18968.0,2021-04-21 01:32:07,1.0
58,Leonard-Cushing Fight,1894.0,0.0,0.0,203646.0,9668.0,18972.0,2021-04-21 23:33:11,1.0
59,"Luis Martinetti, Contortionist",1894.0,0.0,0.0,277115.0,9671.0,18977.0,2021-04-23 02:54:43,1.0
60,Sandow No. 2,1894.0,0.0,0.0,2161519.0,9673.0,18979.0,2021-04-23 17:05:27,1.0
61,Sandow No. 3,1894.0,0.0,0.0,2161521.0,9674.0,18980.0,2021-04-23 17:05:53,1.0
62,Reve au coin du feu,1894.0,0.0,0.0,413219.0,9681.0,18994.0,2021-04-26 01:08:15,1.0
63,Miss Jerry,1894.0,0.0,0.0,9.0,9779.0,19100.0,2021-05-02 01:59:13,1.0
64,Tables Turned on the Gardener,1895.0,0.0,0.0,14.0,5444.0,10070.0,2014-05-04 13:11:04,1.0
65,"Execution of Mary, Queen of Scots, The",1895.0,0.0,0.0,132134.0,6200.0,11867.0,2015-04-13 01:54:41,1.0
66,Akrobatisches Potpourri,1895.0,1.0,1.0,11.0,9679.0,18987.0,2021-04-24 19:08:28,1.0
67,Annabelle Serpentine Dance,1895.0,0.0,0.0,154152.0,9683.0,18996.0,2021-04-26 21:59:16,1.0
68,Italienischer Bauerntanz,1895.0,0.0,0.0,17.0,9714.0,19028.0,2021-04-29 01:31:50,1.0
69,Baby&#39;s Dinner,1895.0,1.0,1.0,29.0,9715.0,19029.0,2021-04-29 01:35:15,1.0
70,Billy Edwards and the Unknown,1895.0,0.0,0.0,477266.0,9766.0,19084.0,2021-04-30 23:25:36,1.0
71,Blacksmith Scene,1895.0,0.0,0.0,22.0,9767.0,19085.0,2021-04-30 23:27:07,1.0
72,Barque sortant du port,1895.0,0.0,0.0,16.0,9787.0,19108.0,2021-05-03 00:29:49,1.0
73,"House of the Devil, The",1896.0,0.0,0.0,91.0,4982.0,9025.0,2013-12-25 14:31:21,1.0
74,Une nuit terrible,1896.0,0.0,0.0,131.0,5406.0,9969.0,2014-04-20 02:04:35,1.0
75,La fee aux choux,1896.0,0.0,0.0,223341.0,5445.0,10071.0,2014-05-04 13:18:07,1.0
76,"Arrival of a Train, The",1896.0,0.0,0.0,12.0,6199.0,11866.0,2015-04-13 01:53:29,1.0
77,Sandow,1896.0,0.0,0.0,1428455.0,9672.0,18978.0,2021-04-23 17:04:58,1.0
78,Alger: rue Bab-Azoun,1896.0,0.0,0.0,1672718.0,9949.0,19355.0,2021-07-09 02:49:32,1.0
79,Lassage des boeufs pour le labour,1896.0,0.0,0.0,1736599.0,9950.0,19356.0,2021-07-09 02:51:15,1.0
80,Lancement d&#39;un navire,1896.0,0.0,0.0,222137.0,9901.0,19288.0,2021-06-18 01:19:43,1.0
81,Bataille de neige,1897.0,0.0,0.0,41.0,9328.0,18427.0,2020-11-13 18:26:41,1.0
82,Four Heads Are Better Than One,1898.0,0.0,0.0,135696.0,4978.0,9021.0,2013-12-24 19:58:42,1.0
83,"Astronomer&#39;s Dream; or, The Man in the Moon, The",1898.0,0.0,0.0,211.0,5410.0,9985.0,2014-04-22 01:30:56,1.0
84,"Temptation of St. Anthony, The",1898.0,0.0,0.0,224240.0,5411.0,9986.0,2014-04-22 01:55:37,1.0
85,A Turn of the Century Illusionist,1899.0,0.0,0.0,246.0,4994.0,9040.0,2013-12-26 20:42:03,1.0
86,Cinderella,1899.0,3.0,0.0,230.0,5914.0,11200.0,2014-11-12 06:46:54,1.0
87,Sherlock Holmes Baffled,1900.0,0.0,0.0,291476.0,1594.0,1939.0,2010-09-22 16:36:15,1.0
88,"Enchanted Drawing, The",1900.0,0.0,0.0,300.0,4271.0,7496.0,2013-06-26 10:38:34,1.0
89,Grandma&#39;s Reading Glass,1900.0,0.0,0.0,304.0,4343.0,7699.0,2013-07-13 02:47:01,1.0
90,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),1900.0,0.0,0.0,272.0,4344.0,7700.0,2013-07-13 02:54:53,1.0
91,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),1900.0,0.0,0.0,257654.0,4345.0,7701.0,2013-07-13 03:02:52,1.0
92,Hamlet ( Le Duel d&#39;Hamlet),1900.0,0.0,0.0,306.0,4346.0,7702.0,2013-07-13 03:10:33,1.0
93,"One-Man Band, The",1900.0,0.0,0.0,135453.0,4993.0,9039.0,2013-12-26 20:40:00,1.0
94,Grandma Threading Her Needle,1900.0,0.0,0.0,377995.0,5069.0,9208.0,2014-01-14 01:17:36,1.0
95,"Searching Ruins on Broadway, Galveston, for Dead Bodies",1900.0,0.0,0.0,230746.0,5072.0,9212.0,2014-01-14 06:24:01,1.0
96,Let Me Dream Again,1900.0,0.0,0.0,313.0,5438.0,10059.0,2014-05-03 18:33:43,1.0
97,"Doctor and the Monkey, The",1900.0,0.0,0.0,227438.0,5446.0,10072.0,2014-05-04 13:37:27,1.0
98,L&#39;homme a la tete en caoutchouc,1901.0,0.0,0.0,359.0,4995.0,9041.0,2013-12-26 20:47:27,1.0
99,Reve et realite,1901.0,0.0,0.0,258104.0,5437.0,10058.0,2014-05-03 18:31:00,1.0
100,Bluebeard,1901.0,0.0,0.0,131934.0,5500.0,10200.0,2014-05-26 00:31:23,1.0
101,Le voyage dans la lune,1902.0,0.0,0.0,417.0,1252.0,1353.0,2010-07-23 00:26:17,1.0
102,Gulliver&#39;s Travels,1902.0,0.0,0.0,229024.0,5431.0,10042.0,2014-05-02 09:44:53,1.0
103,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",1902.0,0.0,0.0,367177.0,5432.0,10043.0,2014-05-02 09:52:02,1.0
104,Mephistopheles&#39; School of Magic,1902.0,0.0,0.0,413.0,5443.0,10069.0,2014-05-04 13:03:40,1.0
105,"Great Train Robbery, The",1903.0,0.0,0.0,439.0,1319.0,1433.0,2010-07-25 09:05:57,1.0
106,"Infernal Boiling Pot, The",1903.0,0.0,0.0,135180.0,5002.0,9054.0,2013-12-28 21:28:53,1.0
107,"Music Lover, The",1903.0,0.0,0.0,455.0,5063.0,9189.0,2014-01-12 00:18:28,1.0
108,"Monster, The",1903.0,0.0,0.0,223755.0,5064.0,9190.0,2014-01-12 00:22:11,1.0
109,"Enchanted Well, The",1903.0,0.0,0.0,189498.0,5683.0,10664.0,2014-08-09 02:12:42,1.0
110,"Cook in Trouble, The",1904.0,0.0,0.0,215664.0,5224.0,9571.0,2014-03-03 18:13:41,1.0
111,"Living Playing Cards, The",1904.0,0.0,0.0,135179.0,5404.0,9967.0,2014-04-20 01:53:59,1.0
112,"Untamable Whiskers, The",1904.0,0.0,0.0,135631.0,5601.0,10460.0,2014-06-29 17:15:26,1.0
113,Le voyage a travers l&#39;impossible,1904.0,0.0,0.0,499.0,6135.0,11712.0,2015-03-07 23:28:30,1.0
114,"Scheming Gambler&#39;s Paradise, The",1905.0,0.0,0.0,135690.0,5003.0,9056.0,2013-12-28 21:35:41,1.0
115,"Black Imp, The",1905.0,0.0,0.0,215575.0,5602.0,10461.0,2014-06-29 17:41:15,1.0
116,"Story of the Kelly Gang, The",1906.0,1.0,0.0,574.0,1349.0,1469.0,2010-07-26 21:01:14,1.0
117,"Mysterious Retort, The",1906.0,0.0,0.0,216016.0,5024.0,9087.0,2014-01-01 21:29:22,1.0
118,Humorous Phases of Funny Faces,1906.0,0.0,0.0,554.0,5435.0,10054.0,2014-05-03 09:39:02,1.0
119,"Hilarious Posters, The",1906.0,0.0,0.0,135122.0,5603.0,10462.0,2014-06-30 01:06:14,1.0
120,"400 Tricks of the Devil, The",1906.0,0.0,0.0,567.0,5684.0,10665.0,2014-08-09 02:46:49,1.0
121,A Funny Shave,1906.0,0.0,0.0,449172.0,6206.0,11881.0,2015-04-16 00:37:10,1.0
122,"Consequence of Feminism, The",1906.0,0.0,0.0,1260944.0,7215.0,14129.0,2016-10-19 17:33:13,1.0
123,"Eclipse: Courtship of the Sun and Moon, The",1907.0,0.0,0.0,215737.0,5223.0,9570.0,2014-03-03 18:06:46,1.0
124,Good Glue Sticks,1907.0,0.0,0.0,215817.0,5615.0,10489.0,2014-07-06 01:37:19,1.0
125,Unusual Cooking,1908.0,0.0,0.0,1802750.0,6231.0,11945.0,2015-05-04 01:25:02,1.0
126,"Princess Nicotine; or, The Smoke Fairy",1909.0,2.0,1.0,1009.0,4409.0,7862.0,2013-07-28 12:00:46,1.0
127,"Devilish Tenant, The",1909.0,0.0,0.0,127948.0,5635.0,10531.0,2014-07-14 01:23:40,1.0
128,Le barometre de la fidelite,1909.0,1.0,0.0,277596.0,6211.0,11894.0,2015-04-19 20:26:43,1.0
129,Tilly the Tomboy Visits the Poor,1910.0,3.0,0.0,232821.0,1464.0,1685.0,2010-08-11 21:09:10,1.0
130,Mobilier fidele,1910.0,0.0,0.0,486978.0,4983.0,9026.0,2013-12-25 14:38:30,1.0
131,A Trip to Mars,1910.0,0.0,0.0,1515725.0,5685.0,10666.0,2014-08-09 03:17:55,1.0
132,Cleopatra,1912.0,2.0,0.0,2101.0,2003.0,2676.0,2011-02-07 06:12:54,1.0
133,"Invaders, The",1912.0,0.0,0.0,2281.0,2005.0,2682.0,2011-02-08 01:32:35,1.0
134,Max and the Donkey,1912.0,0.0,0.0,277865.0,5357.0,9825.0,2014-04-03 12:51:12,1.0
135,"Voyage of the Bourrichon Family, The",1913.0,0.0,0.0,3512.0,5364.0,9843.0,2014-04-04 21:52:41,1.0
136,Suspense,1913.0,0.0,0.0,3424.0,5915.0,11201.0,2014-11-12 06:50:13,1.0
137,A Florida Enchantment,1914.0,2.0,1.0,3973.0,4457.0,7991.0,2013-08-10 05:01:03,1.0
138,"Birth of a Nation, The",1915.0,2.0,0.0,4972.0,1258.0,1359.0,2010-07-23 00:46:01,1.0
139,Gretchen the Greenhorn,1916.0,3.0,0.0,6745.0,2008.0,2685.0,2011-02-08 06:49:30,1.0
140,Lady Windermere&#39;s Fan,1916.0,3.0,0.0,279914.0,2014.0,2691.0,2011-02-10 07:06:42,1.0
141,"Vagabond, The",1916.0,0.0,0.0,7507.0,5368.0,9856.0,2014-04-07 07:12:36,1.0
142,Intolerance: Love&#39;s Struggle Throughout the Ages,1916.0,0.0,0.0,6864.0,5944.0,11260.0,2014-11-24 21:07:22,1.0
143,Snow White,1916.0,3.0,0.0,7361.0,7004.0,13773.0,2016-07-28 10:24:43,1.0
144,A Tale of Two Cities,1917.0,3.0,0.0,8652.0,1981.0,2646.0,2011-02-04 19:35:50,1.0
145,Rebecca of Sunnybrook Farm,1917.0,3.0,0.0,8499.0,1993.0,2661.0,2011-02-05 20:38:18,1.0
146,"Poor Little Rich Girl, The",1917.0,3.0,0.0,8443.0,1994.0,2663.0,2011-02-05 22:14:34,1.0
147,A Romance of the Redwoods,1917.0,0.0,0.0,8519.0,2015.0,2692.0,2011-02-10 07:07:29,1.0
148,"Raffles, the Amateur Cracksman",1917.0,2.0,1.0,8489.0,2019.0,2700.0,2011-02-11 21:49:04,1.0
149,Tarzan of the Apes,1918.0,3.0,0.0,9682.0,1996.0,2665.0,2011-02-05 23:23:34,1.0
150,Stella Maris,1918.0,3.0,0.0,9652.0,2007.0,2684.0,2011-02-08 06:03:02,1.0
151,Are Crooks Dishonest?,1918.0,0.0,0.0,8844.0,5441.0,10067.0,2014-05-04 12:57:31,1.0
152,Ich mochte kein Mann sein,1918.0,3.0,1.0,10281.0,7108.0,13950.0,2016-09-08 21:11:38,1.0
153,When the Clouds Roll by,1919.0,3.0,1.0,10879.0,2018.0,2699.0,2011-02-11 21:47:16,1.0
154,Broken Blossoms or The Yellow Man and the Girl,1919.0,0.0,0.0,9968.0,2588.0,3874.0,2011-08-02 02:19:41,1.0
155,"Cabinet of Dr. Caligari, The",1920.0,0.0,0.0,10323.0,1306.0,1420.0,2010-07-25 08:41:57,1.0
156,Pollyanna,1920.0,3.0,0.0,11588.0,1991.0,2659.0,2011-02-05 19:26:22,1.0
157,Within Our Gates,1920.0,3.0,0.0,11870.0,5948.0,11272.0,2014-11-26 18:13:47,1.0
158,Orphans of the Storm,1921.0,3.0,0.0,12532.0,1263.0,1364.0,2010-07-23 00:52:16,1.0
159,"Kid, The",1921.0,0.0,0.0,12349.0,3945.0,6689.0,2013-03-01 08:25:02,1.0
160,"Blot, The",1921.0,3.0,0.0,11979.0,4204.0,7322.0,2013-06-04 13:54:11,1.0
161,K&ouml;rkarlen (The Phantom Carriage),1921.0,2.0,0.0,12364.0,5898.0,11161.0,2014-11-04 10:56:21,1.0
162,"Nosferatu, eine Symphonie des Grauens",1922.0,2.0,0.0,13442.0,1307.0,1421.0,2010-07-25 08:43:49,1.0
163,"Phantom, The",1922.0,2.0,0.0,13496.0,1631.0,2004.0,2010-10-04 06:22:52,1.0
164,Nathan der Weise,1922.0,2.0,0.0,13428.0,1778.0,2260.0,2010-11-25 20:51:31,1.0
165,"Man from Beyond, The",1922.0,1.0,0.0,13367.0,2001.0,2674.0,2011-02-07 04:38:35,1.0
166,H&auml;xan: Witchcraft Through the Ages,1922.0,3.0,0.0,13257.0,3800.0,6323.0,2013-01-03 15:24:20,1.0
167,"Paleface, The",1922.0,0.0,0.0,12543.0,5361.0,9838.0,2014-04-04 15:34:28,1.0
168,Nanook of the North,1922.0,1.0,0.0,13427.0,5901.0,11169.0,2014-11-05 07:55:33,1.0
169,Foolish Wives,1922.0,3.0,0.0,13140.0,5958.0,11308.0,2014-12-02 11:56:08,1.0
170,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922.0,3.0,0.0,13086.0,5967.0,11326.0,2014-12-07 19:42:39,1.0
171,Safety Last!,1923.0,0.0,0.0,14429.0,1961.0,2625.0,2011-02-04 00:31:14,1.0
172,Why Worry?,1923.0,0.0,0.0,14611.0,1967.0,2631.0,2011-02-04 03:26:03,1.0
173,"Silent Command, The",1923.0,2.0,0.0,14469.0,1998.0,2667.0,2011-02-06 22:07:08,1.0
174,La souriante Madame Beudet,1923.0,3.0,0.0,13626.0,5888.0,11144.0,2014-10-31 12:43:33,1.0
175,Our Hospitality,1923.0,0.0,0.0,14341.0,5949.0,11275.0,2014-11-27 09:49:36,1.0
176,A Woman of Paris,1923.0,2.0,0.0,14624.0,8947.0,17524.0,2020-01-03 22:10:35,1.0
177,Die Nibelungen,1924.0,2.0,0.0,15175.0,1337.0,1455.0,2010-07-26 03:13:38,1.0
178,Kriemhild&#39;s Revenge,1924.0,2.0,0.0,15174.0,1338.0,1456.0,2010-07-26 03:16:47,1.0
179,"Thief of Bagdad, The",1924.0,0.0,0.0,15400.0,1264.0,1365.0,2010-07-23 00:53:24,1.0
180,Wild Oranges,1924.0,0.0,0.0,15498.0,1960.0,2624.0,2011-02-04 00:16:17,1.0
181,"Navigator, The",1924.0,0.0,0.0,15163.0,2009.0,2686.0,2011-02-09 01:22:37,1.0
182,Sherlock Jr.,1924.0,0.0,0.0,15324.0,2011.0,2688.0,2011-02-09 03:32:15,1.0
183,Girl Shy,1924.0,0.0,0.0,14945.0,2016.0,2693.0,2011-02-10 07:09:00,1.0
184,Manhandled,1924.0,3.0,0.0,15116.0,2020.0,2701.0,2011-02-11 21:50:19,1.0
185,"Great White Silence, The",1924.0,0.0,0.0,1764657.0,2413.0,3538.0,2011-06-18 21:51:59,1.0
186,Help!,1924.0,0.0,0.0,13845.0,6209.0,11889.0,2015-04-19 16:58:21,1.0
187,Greed,1924.0,3.0,0.0,15881.0,8458.0,16549.0,2018-10-28 18:03:14,1.0
188,"Phantom of the Opera, The",1925.0,2.0,0.0,16220.0,1305.0,1419.0,2010-07-25 08:39:29,1.0
189,Battleship Potemkin,1925.0,0.0,0.0,15648.0,1308.0,1422.0,2010-07-25 08:46:12,1.0
190,"Gold Rush, The",1925.0,0.0,0.0,15864.0,1309.0,1423.0,2010-07-25 08:47:28,1.0
191,Go West,1925.0,0.0,0.0,15863.0,1978.0,2642.0,2011-02-04 15:33:59,1.0
192,"Freshman, The",1925.0,0.0,0.0,15841.0,2012.0,2689.0,2011-02-09 05:12:19,1.0
193,Seven Chances,1925.0,0.0,1.0,16332.0,3077.0,4818.0,2012-02-27 19:13:37,1.0
194,"Lost World, The",1925.0,2.0,1.0,16039.0,5514.0,10247.0,2014-05-30 07:47:51,1.0
195,"Big Parade, The",1925.0,2.0,0.0,15624.0,5962.0,11315.0,2014-12-04 21:08:33,1.0
196,Stachka,1925.0,0.0,0.0,15361.0,5991.0,11386.0,2014-12-18 11:17:11,1.0
197,"Temptress, The",1926.0,1.0,0.0,17449.0,1334.0,1451.0,2010-07-26 02:23:35,1.0
198,Flesh and the Devil,1926.0,1.0,0.0,16884.0,1260.0,1361.0,2010-07-23 00:49:11,1.0
199,"General, The",1926.0,0.0,0.0,17925.0,1310.0,1424.0,2010-07-25 08:49:07,1.0
200,For Heaven&#39;s Sake,1926.0,0.0,0.0,16895.0,1966.0,2630.0,2011-02-04 03:19:10,1.0
201,So&#39;s Your Old Man,1926.0,3.0,0.0,17410.0,3217.0,5108.0,2012-04-30 13:20:16,1.0
202,Die Abenteuer des Prinzen Achmed,1926.0,1.0,0.0,15532.0,5974.0,11341.0,2014-12-09 09:43:47,1.0
203,It,1927.0,3.0,0.0,18033.0,1227.0,1322.0,2010-07-22 21:25:02,1.0
204,Metropolis,1927.0,1.0,0.0,17136.0,1267.0,1368.0,2010-07-23 00:56:19,1.0
205,Abel Gance&#39;s Napoleon,1927.0,2.0,0.0,18192.0,1312.0,1426.0,2010-07-25 08:52:11,1.0
206,"Unknown, The",1927.0,0.0,0.0,18528.0,1311.0,1425.0,2010-07-25 08:50:47,1.0
207,Sunrise: A Song of Two Humans,1927.0,2.0,0.0,18455.0,1632.0,2005.0,2010-10-04 06:24:30,1.0
208,"Kid Brother, The",1927.0,0.0,0.0,18051.0,1964.0,2628.0,2011-02-04 00:45:58,1.0
209,Nevada,1927.0,0.0,0.0,18199.0,1982.0,2647.0,2011-02-04 19:53:25,1.0
210,My Best Girl,1927.0,3.0,0.0,18183.0,2010.0,2687.0,2011-02-09 02:42:58,1.0
211,Wings,1927.0,1.0,0.0,18578.0,3118.0,4909.0,2012-03-14 04:02:50,1.0
212,"Jazz Singer, The",1927.0,1.0,0.0,18037.0,5975.0,11343.0,2014-12-09 13:55:51,1.0
213,Downhill [When Boys Leave Home],1927.0,1.0,0.0,17825.0,7324.0,14304.0,2016-12-13 12:50:05,1.0
214,"Passion of Joan of Arc, The",1928.0,0.0,0.0,19254.0,1314.0,1428.0,2010-07-25 08:56:17,1.0
215,Speedy,1928.0,0.0,0.0,19412.0,1963.0,2627.0,2011-02-04 00:43:01,1.0
216,"Circus, The",1928.0,0.0,0.0,18773.0,1968.0,2632.0,2011-02-04 03:44:30,1.0
217,"Cameraman, The",1928.0,0.0,0.0,18742.0,1970.0,2634.0,2011-02-04 04:02:11,1.0
218,"Steamboat Bill, Jr.",1928.0,0.0,0.0,19421.0,1971.0,2635.0,2011-02-04 04:39:26,1.0
219,"Racket, The",1928.0,0.0,0.0,19304.0,1972.0,2636.0,2011-02-04 05:01:32,1.0
220,Beggars of Life,1928.0,0.0,0.0,18684.0,1977.0,2641.0,2011-02-04 15:19:59,1.0
221,"Power of the Press, The",1928.0,1.0,0.0,19290.0,1979.0,2643.0,2011-02-04 16:09:33,1.0
222,A Girl in Every Port,1928.0,0.0,0.0,18937.0,1980.0,2644.0,2011-02-04 16:33:48,1.0
223,"Patsy, The",1928.0,3.0,0.0,19258.0,2013.0,2690.0,2011-02-09 07:01:16,1.0
224,While the City Sleeps,1928.0,2.0,0.0,19571.0,2017.0,2698.0,2011-02-11 21:46:21,1.0
225,"Man Who Laughs, The",1928.0,2.0,0.0,19130.0,2021.0,2702.0,2011-02-11 21:51:15,1.0
226,"Crowd, The",1928.0,1.0,0.0,18806.0,5912.0,11191.0,2014-11-10 14:45:00,1.0
227,"Docks of New York, The",1928.0,2.0,1.0,18839.0,5984.0,11367.0,2014-12-15 14:38:35,1.0
228,Our Dancing Daughters,1928.0,2.0,0.0,19237.0,9314.0,18390.0,2020-10-23 03:25:29,1.0
229,Un chien andalou,1929.0,0.0,0.0,20530.0,1313.0,1427.0,2010-07-25 08:54:54,1.0
230,"Cocoanuts, The",1929.0,2.0,0.0,19777.0,1953.0,2617.0,2011-02-03 17:39:55,1.0
231,Welcome Danger,1929.0,0.0,0.0,20572.0,1962.0,2626.0,2011-02-04 00:39:46,1.0
232,Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929.0,3.0,1.0,18737.0,2324.0,3345.0,2011-05-21 23:37:06,1.0
233,Man with a Movie Camera,1929.0,0.0,0.0,19760.0,3897.0,6586.0,2013-02-14 21:51:26,1.0
234,Blackmail,1929.0,2.0,0.0,19702.0,5979.0,11354.0,2014-12-12 19:23:51,1.0
235,Throw of the Dice,1929.0,0.0,0.0,20286.0,6046.0,11500.0,2015-01-14 21:00:49,1.0
