,title,imdbid,id,rating,year
5225,Be Kind Rewind,0799934,145,1,2008
5226,Vantage Point,0443274,176,3,2008
5227,Iron Man,0371746,190,2,2008
5228,What Happens In Vegas,1033643,191,3,2008
5229,Burn After Reading,0887883,189,1,2008
5230,Speed Racer,0811080,192,3,2008
5231,Meet Dave,0765476,193,1,2008
5232,Journey to the Center of the Earth,0373051,194,1,2008
5233,"Incredible Hulk, The",0800080,195,1,2008
5234,Appaloosa,0800308,196,1,2008
5235,Nick and Norah&#39;s Infinite Playlist,0981227,197,3,2008
5236,27 Dresses,0988595,212,3,2008
5237,Hellboy II: The Golden Army,0411477,214,1,2008
5238,Role Models,0430922,217,1,2008
5239,Bolt,0397892,220,3,2008
5240,Death Race,0452608,222,1,2008
5241,Gomorra,0929425,233,1,2008
5242,Transporter 3,1129442,241,0,2008
5243,Milk,1013753,242,1,2008
5244,Vicky Cristina Barcelona,0497465,245,3,2008
5245,Slumdog Millionaire,1010048,251,1,2008
5246,Frozen River,0978759,252,3,2008
5247,Doubt,0918927,254,3,2008
5248,Step Brothers,0838283,260,1,2008
5249,Tropic Thunder,0942385,263,0,2008
5250,"Lucky Ones, The",0981072,265,3,2008
5251,"Reader, The",0976051,273,1,2008
5252,Revolutionary Road,0959337,275,3,2008
5253,Resident Evil: Degeneration,1174954,279,3,2008
5254,"Wrestler, The",1125849,285,1,2008
5255,Changeling,0824747,286,3,2008
5256,"Day the Earth Stood Still, The",0970416,298,3,2008
5257,Yes Man,1068680,305,1,2008
5258,Inkheart,0494238,306,3,2008
5259,Max Payne,0467197,309,3,2008
5260,Bedtime Stories,0960731,310,3,2008
5261,Mamma Mia!,0795421,316,3,2008
5262,Futurama: Bender&#39;s Game,1054486,338,1,2008
5263,Sunshine Cleaning,0862846,346,3,2008
5264,Miss Pettigrew Lives for a Day,0970468,350,3,2008
5265,"Women, The",0430770,355,3,2008
5266,Blindness,0861689,380,3,2008
5267,Pineapple Express,0910936,384,2,2008
5268,Taken,0936501,428,3,2008
5269,"Eye, The",0406759,429,3,2008
5270,CJ7 (Changjiang 7 hao),0940709,447,1,2008
5271,Eagle Eye,1059786,463,1,2008
5272,High School Musical 3: Senior Year,0962726,464,3,2008
5273,Quantum of Solace,0830515,465,1,2008
5274,Gake no ue no Ponyo,0876563,469,3,2008
5275,Flash of Genius,1054588,470,1,2008
5276,Tinker Bell,0823671,473,3,2008
5277,Fashion,0964516,492,3,2008
5278,"Hurt Locker, The",0887912,495,1,2008
5279,Rachel Getting Married,1084950,499,3,2008
5280,Easy Virtue,0808244,500,3,2008
5281,Twilight,1099212,501,3,2008
5282,Gran Torino,1205489,502,2,2008
5283,Che: Part One,0892255,503,1,2008
5284,"Curious Case of Benjamin Button, The",0421715,504,3,2008
5285,Ghost Town,0995039,513,1,2008
5286,"Beaches of Agnes, The",1129435,523,3,2008
5287,"Alphabet Killer, The",0818165,540,3,2008
5288,Quarantine,1082868,541,3,2008
5289,Repo! The Genetic Opera,0963194,542,3,2008
5290,"Definitely, Maybe",0832266,545,3,2008
5291,Franklyn,0893402,584,2,2008
5292,L&aring;t den r&auml;tte komma in (Let the Right One In),1139797,668,1,2008
5293,Kung Fu Panda,0441773,728,3,2008
5294,Three wise men,1270769,730,1,2008
5295,Kataude mashin garu,1050160,740,3,2008
5296,Sex and the City,1000774,747,3,2008
5297,Fanboys,0489049,768,0,2008
5298,Ai no mukidashi,1128075,770,3,2008
5299,Okuribito (Departures),1069238,819,3,2008
5300,Birdemic,1316037,829,3,2008
5301,Cloverfield,1060277,889,3,2008
5302,Ciao,0870089,883,0,2008
5303,"Sisterhood of the Traveling Pants 2, The",1018785,902,3,2008
5304,Four Christmases,0369436,903,3,2008
5305,"Secret Life of Bees, The",0416212,927,3,2008
5306,Pontypool,1226681,952,0,2008
5307,I&#39;ve Loved You So Long,1068649,985,3,2008
5308,Frost/Nixon,0870111,990,1,2008
5309,City of Ember,0970411,1013,3,2008
5310,"House Bunny, The",0852713,1014,3,2008
5311,Indiana Jones and the Kingdom of the Crystal Skull,0367882,1050,1,2008
5312,My Prison Yard,1103193,1583,3,2008
5313,"Chronicles of Narnia: Prince Caspian, The",0499448,1590,3,2008
5314,Dim Sum Funeral,1216477,1548,3,2008
5315,Stargate: Continuum,0929629,1586,1,2008
5316,Happy-Go-Lucky,1045670,1290,3,2008
5317,God&#39;s Forgotten Town,1077084,1178,3,2008
5318,Step Up 2: The Streets,1023481,1104,3,2008
5319,El regalo,1305138,1107,2,2008
5320,Horton Hears a Who!,0451079,1142,1,2008
5321,"Forbidden Kingdom, The",0865556,1143,1,2008
5322,Marley &amp; Me,0822832,1144,2,2008
5323,Igor,0465502,1161,2,2008
5324,Passengers,0449487,1164,3,2008
5325,"Gamers: Dorkness Rising, The",0447166,1516,3,2008
5326,Mesrine: Killer Instinct,1259014,1443,1,2008
5327,Miracle at St. Anna,1046997,1451,2,2008
5328,Helen,1288589,1492,3,2008
5329,RocknRolla,1032755,1495,1,2008
5330,Lorna&#39;s Silence,1186369,1504,3,2008
5331,Stargate: The Ark of Truth,0942903,1585,3,2008
5332,Wild Child,1024255,1394,3,2008
5333,Martyrs,1029234,1398,3,2008
5334,"Synecdoche, New York",0383028,1616,3,2008
5335,Sauna,1124394,1628,1,2008
5336,"Other Boleyn Girl, The",0467200,1641,3,2008
5337,"Tale of Despereaux, The",420238,1674,3,2008
5338,Fireproof,1129423,1709,2,2008
5339,Dance of the Dead,0926063,1718,1,2008
5340,French Film,0986230,1744,3,2008
5341,T&ocirc;ky&ocirc; sonata (Tokyo Sonata),0938341,1746,1,2008
5342,Wendy and Lucy,1152850,1749,3,2008
5343,Waltz with Bashir,1185616,1751,0,2008
5344,Chi bi (Red Cliff),0425637,1757,1,2008
5345,My Only Sunshine,1370212,1801,3,2008
5346,"Sky Crawlers, The",1056437,1829,3,2008
5347,Forgetting Sarah Marshall,0800039,1891,3,2008
5348,Australia,0455824,1892,2,2008
5349,Ashes of Time Redux,0109688,1912,1,2008
5350,Killshot,0443559,1915,1,2008
5351,Mad Money,0951216,2022,3,2008
5352,Sut,1284591,2056,1,2008
5353,Damn Bastard!,1056444,2078,0,2008
5354,American Violet,1152397,2082,3,2008
5355,S&eacute;raphine,1048171,2094,3,2008
5356,Seven Pounds,0814314,2116,3,2008
5357,Coco Chanel,1094661,2118,3,2008
5358,Goodbye Solo,1095442,2203,1,2008
5359,Bi the Way,0951257,2257,3,2008
5360,Phoebe in Wonderland,1034325,2259,3,2008
5361,Zombie Strippers!,0960890,2269,3,2008
5362,Hamlet 2,1104733,2274,3,2008
5363,Deception,0800240,2331,1,2008
5364,What Doesn&#39;t Kill You,1133991,2342,1,2008
5365,"Loss of a Teardrop Diamond, The",0896031,2357,3,2008
5366,"Brothers Bloom, The",0844286,2424,3,2008
5367,Rough Aunties,1179080,2460,3,2008
5368,Rain,0965440,2461,3,2008
5369,35 Shots of Rum,1100048,2516,3,2008
5370,Everlasting Moments,0961066,2614,3,2008
5371,Examined Life,1279083,2694,3,2008
5372,Adulthood,1126596,2832,2,2008
5373,Valkyrie,0985699,2841,1,2008
5374,Bonnie &amp; Clyde vs. Dracula,1117379,2843,3,2008
5375,Outpost,0892899,2858,0,2008
5376,"World is Big and Salvation Lurks Around the Corner, The",1178197,2860,1,2008
5377,Transsiberian,0800241,2968,3,2008
5378,Merlin,1199099,2996,3,2008
5379,One Million Yen Girl,1077094,3016,3,2008
5380,While She Was Out,0887971,3020,3,2008
5381,Sita Sings the Blues,1172203,3029,1,2008
5382,"No. 1 Ladies&#39; Detective Agency, The",1356380,3072,3,2008
5383,Day of the Dead,0489018,3128,3,2008
5384,"Angus, Thongs and Perfect Snogging",0963743,3182,3,2008
5385,Herb &amp; Dorothy,1227929,3281,3,2008
5386,Barbie and the Diamond Castle,1294138,3288,3,2008
5387,Three Kingdoms: Resurrection of the Dragon,0882978,3304,1,2008
5388,Lion&#39;s Den,1022606,3381,3,2008
5389,Diary of a Nymphomaniac,1111890,3444,3,2008
5390,I Sell the Dead,0902290,3457,1,2008
5391,"Duchess, The",0864761,3461,3,2008
5392,Paris 36,0948535,3466,1,2008
5393,"Edge of Love, The",0819714,3467,3,2008
5394,La belle personne,1263778,3510,3,2008
5395,Were the World Mine,0476991,3512,3,2008
5396,"Strangers, The",0482606,3612,3,2008
5397,Ghost in the Shell 2.0,1260502,3693,3,2008
5398,Defiance,1034303,3711,3,2008
5399,Doomsday,0483607,3758,3,2008
5400,Management,1082853,3965,2,2008
5401,Fly Me to the Moon,0486321,3998,0,2008
5402,Pirates II: Stagnetti&#39;s Revenge,1266097,4026,3,2008
5403,"Baader Meinhof Complex, The",0765432,4030,3,2008
5404,"Welcome Home, Roscoe Jenkins",0494652,4046,3,2008
5405,Dante 01,0487928,4483,3,2008
5406,Older Than America,0932669,4730,3,2008
5407,Seventh Moon,1052040,4767,0,2008
5408,"Spirit, The",0831887,4805,2,2008
5409,Grizzly Park,0915460,4812,3,2008
5410,Mid-August Lunch,1277728,4935,3,2008
5411,Miao Miao,0984130,4959,3,2008
5412,Made of Honor,0866439,5007,2,2008
5413,Possession,0368563,5048,3,2008
5414,Deadgirl,0896534,5050,0,2008
5415,Prom Night,0926129,5077,3,2008
5416,Overcome,2132415,5148,2,2008
5417,Princess: A Modern Fairtyale,1052352,5174,3,2008
5418,Mirrors,0790686,5205,1,2008
5419,Over Her Dead Body,0785007,5244,3,2008
5420,Superhero Movie,0426592,5412,3,2008
5421,Kenna,1340664,5469,3,2008
5422,Bronson,1172570,5474,1,2008
5423,"Ruins, The",0963794,5475,3,2008
5424,Dead at 17,1153103,5481,3,2008
5425,I Can&#39;t Think Straight,0830570,5584,3,2008
5426,"Mummy: Tomb of the Dragon Emperor, The",0859163,5656,3,2008
5427,Casi divas,1049948,5658,3,2008
5428,Treeless Mountain,1143155,5691,3,2008
5429,"Family That Preys, The",1142798,5703,3,2008
5430,Revanche,1173745,5748,1,2008
5431,"Chaser, The",1190539,5858,0,2008
5432,"Secret of Moonacre, The",0396707,5864,3,2008
5433,Nothing But the Truth,1073241,5904,3,2008
5434,Keith,0435679,6059,3,2008
5435,Last Chance Harvey,1046947,6097,3,2008
5436,"Burning Plain, The",1068641,6262,3,2008
5437,Bienvenue chez les Ch&#39;tis,1064932,6287,2,2008
5438,Camp Rock,1055366,6347,3,2008
5439,Skin,0964586,6543,3,2008
5440,"X-Files: I Want to Believe, The",0443701,6621,3,2008
5441,Clash of the Santas,1286742,6620,3,2008
5442,Aanrijding in Moscou,0948530,6681,3,2008
5443,Sleep Dealer,0804529,6688,0,2008
5444,Pretty Ugly People,0874425,6817,3,2008
5445,"10,000 BC",0443649,6825,1,2008
5446,All about women,1037146,6861,3,2008
5447,Sparrow,0491044,6863,0,2008
5448,Blind Loves,1226291,6893,2,2008
5449,Camino,1206285,6946,3,2008
5450,La mujer sin cabeza,1221141,7071,3,2008
5451,Etz Limon,1172963,7074,3,2008
5452,Rambo,0462499,7127,0,2008
5453,"Boy in the Striped Pajamas, The",0914798,7190,3,2008
5454,"Bleach: Fade to Black, I Call Your Name",1339302,7210,3,2008
5455,Solo Quiero Caminar,1078600,7381,3,2008
5456,Die Welle,1063669,7437,3,2008
5457,A Wednesday,1280558,7536,1,2008
5458,Brideshead Revisited,0412536,7622,1,2008
5459,Hunger,0986233,7641,0,2008
5460,"Patrik, Age 1.5",1067733,7657,1,2008
5461,Picture This,1076252,7813,2,2008
5462,Dr. Horrible&#39;s Sing-Along Blog,1227926,8387,0,2008
5463,Dead Space: Downfall,1267379,8503,2,2008
5464,Venkovsky ucitel,1284526,8528,1,2008
5465,TBS,1092019,8534,1,2008
5466,Mannen som elsket Yngve,1114723,8536,1,2008
5467,Valami Amerika 2,1235075,8563,1,2008
5468,Bottle Shock,0914797,8698,1,2008
5469,Disfigured,0830535,8706,3,2008
5470,"Spiderwick Chronicles, The",0416236,8818,0,2008
5471,Lake Mungo,0816556,8854,1,2008
5472,iCarly: iGo to Japan,1286124,9196,3,2008
5473,Saw V,1132626,9291,3,2008
5474,Lakeview Terrace,0947802,9340,3,2008
5475,Yip Man,1220719,9552,0,2008
5476,Meet the Spartans,1073498,9684,1,2008
5477,Never Back Down,1023111,10057,2,2008
5478,Strange Wilderness,0489282,10060,0,2008
5479,Star Wars: The Clone Wars,1185834,10150,1,2008
5480,Somers Town,1172206,10160,1,2008
5481,Futurama: Into the Wild Green Yonder,1054487,276,3,2009
5482,Dead Like Me: Life After Death,1079444,278,3,2009
5483,Thick as Thieves,1112782,307,1,2009
5484,Adventureland,1091722,311,3,2009
5485,Coraline,0327597,314,3,2009
5486,17 Again,0974661,315,3,2009
5487,Star Trek,0796366,324,3,2009
5488,Angels &amp; Demons,0808151,331,0,2009
5489,Up,1049413,334,1,2009
5490,Terminator Salvation,0438488,344,2,2009
5491,"Soloist, The",0821642,347,1,2009
5492,Push,0465580,353,3,2009
5493,Knowing,0448011,354,1,2009
5494,Watchmen,0409459,358,3,2009
5495,"Hangover, The",1119646,361,1,2009
5496,Public Enemies,1152836,371,1,2009
5497,Harry Potter and the Half-Blood Prince,0417741,375,3,2009
5498,Grey Gardens,0758751,377,3,2009
5499,Princess Protection Program,1196339,385,3,2009
5500,Funny People,1201167,408,1,2009
5501,Blood: The Last Vampire,0806027,423,3,2009
5502,Julie &amp; Julia,1135503,427,3,2009
5503,(500) Days of Summer,1022603,434,1,2009
5504,G.I. Joe: The Rise of Cobra,1046173,453,1,2009
5505,"Taking of Pelham 123, The",1111422,456,0,2009
5506,Ice Age: Dawn of the Dinosaurs,1080016,458,1,2009
5507,District 9,1136608,468,1,2009
5508,Orphan,1148204,471,3,2009
5509,Transformers: Revenge of the Fallen,1055369,477,3,2009
5510,Br&uuml;no,0889583,480,0,2009
5511,"Girl with the Dragon Tattoo, The",1132620,485,3,2009
5512,9,0472033,494,0,2009
5513,In the Loop,1226774,496,3,2009
5514,Whatever Works,1178663,497,3,2009
5515,Duplicity,1135487,498,2,2009
5516,X-Men Origins: Wolverine,0458525,507,3,2009
5517,Echelon Conspiracy,1124039,518,0,2009
5518,"I Love You, Man",1155056,519,2,2009
5519,Whip It,1172233,522,3,2009
5520,Surrogates,0986263,527,1,2009
5521,Zombieland,1156398,528,3,2009
5522,"Maiden Heist, The",1107860,531,0,2009
5523,Cloudy with a Chance of Meatballs,0844471,534,1,2009
5524,Tsar,1424431,536,1,2009
5525,Underworld: Rise of the Lycans,0834001,539,1,2009
5526,Moon,1182345,544,1,2009
5527,"Men Who Stare at Goats, The",1234548,548,0,2009
5528,Fantastic Mr. Fox,0432283,550,1,2009
5529,"Invention of Lying, The",1058017,555,2,2009
5530,Inglourious Basterds,0361748,557,3,2009
5531,"Princess and the Frog, The",0780521,562,3,2009
5532,Ninja Assassin,1186367,563,1,2009
5533,Up in the Air,1193138,578,2,2009
5534,Avatar,0499549,582,3,2009
5535,Sherlock Holmes,0988045,632,1,2009
5536,Precious: Based on the Novel Push by Sapphire,0929632,633,3,2009
5537,Bitch Slap,1212974,635,3,2009
5538,"House of the Devil, The",1172994,641,3,2009
5539,A Perfect Getaway,0971209,642,3,2009
5540,Jennifer&#39;s Body,1131734,643,3,2009
5541,Antichrist,0870984,644,0,2009
5542,Drag Me to Hell,1127180,654,3,2009
5543,Ghosted,1252595,665,3,2009
5544,My Queen Karo,1272041,677,3,2009
5545,Madeo,1216496,678,3,2009
5546,Spring Breakdown,0814331,680,3,2009
5547,Agora,1186830,692,1,2009
5548,"Imaginarium of Doctor Parnassus, The",1054606,696,1,2009
5549,A Single Man,1315981,697,1,2009
5550,"Secret of Kells, The",0485601,703,0,2009
5551,Nine,0875034,709,2,2009
5552,Dogtooth,1379182,712,3,2009
5553,"Road, The",0898367,713,1,2009
5554,Helen,1012729,714,3,2009
5555,"Lovely Bones, The",0380510,718,3,2009
5556,Los viajes del viento,1426374,721,1,2009
5557,Red Riding: In the Year of Our Lord 1974,1259574,724,1,2009
5558,Capitalism: A Love Story,1232207,726,1,2009
5559,I Love You Phillip Morris,1045772,757,1,2009
5560,Bring It On: Fight to the Finish,1349482,758,3,2009
5561,It&#39;s Complicated,1230414,771,3,2009
5562,"Private Lives of Pippa Lee, The",1134629,774,3,2009
5563,New Moon,1259571,780,3,2009
5564,My Sister&#39;s Keeper,1078588,798,3,2009
5565,Away We Go,1176740,804,3,2009
5566,Soul Kitchen,1244668,809,1,2009
5567,Lost Persons Area,1405808,811,1,2009
5568,"Boat That Rocked, The",1131729,812,3,2009
5569,Fish Tank,1232776,888,3,2009
5570,An Education,1174732,885,3,2009
5571,Bright Star,0810784,886,3,2009
5572,Ajami,1077262,891,2,2009
5573,Law Abiding Citizen,1197624,892,3,2009
5574,Splice,1017460,900,3,2009
5575,Astro Boy,0375568,906,3,2009
5576,Daybreakers,0433362,910,1,2009
5577,Confessions of a Shopaholic,1093908,915,3,2009
5578,Humpday,1334537,922,1,2009
5579,Frequently Asked Questions About Time Travel,0910554,932,2,2009
5580,"Last Station, The",0824758,946,3,2009
5581,Brooklyn&#39;s Finest,1210042,951,1,2009
5582,"Human Centipede (First Sequence), The",1467304,978,3,2009
5583,"Informant!, The",1130080,987,1,2009
5584,Serious Moonlight,1133993,992,2,2009
5585,Beeswax,1339268,996,3,2009
5586,"Girl on the Train, The",1183672,1011,3,2009
5587,Villa Amalia,1348327,1036,3,2009
5588,Air Doll,1371630,1043,1,2009
5589,Invictus,1057500,1186,1,2009
5590,Chloe,1352824,1341,3,2009
5591,White Material,1135952,1288,3,2009
5592,Vision - Aus dem Leben der Hildegard von Bingen,0995850,1508,3,2009
5593,"She, a Chinese",1389374,1410,2,2009
5594,Yesterday Was a Lie,0448182,1557,3,2009
5595,Go get some rosemary,1426362,1482,1,2009
5596,Life During Wartime,0808526,1484,3,2009
5597,Mr. Nobody,0485947,1413,1,2009
5598,Planet 51,0762125,1421,1,2009
5599,Hannah Free,1315214,1574,3,2009
5600,Undertow,1368491,1577,3,2009
5601,Cargo,0381940,1446,3,2009
5602,44 Inch Chest,0914837,1520,1,2009
5603,Nothing Personal,1320352,1177,3,2009
5604,Youth in Revolt,0403702,1179,1,2009
5605,All About Steve,0881891,1180,3,2009
5606,London River,1227787,1214,3,2009
5607,"Proposal, The",1041829,1282,2,2009
5608,Hua Mulan,1308138,1286,3,2009
5609,&quot;Chess in Concert&quot;,1340768,1111,1,2009
5610,Scheherazade Tell Me a Story,1473149,1137,3,2009
5611,"Secret in Their Eyes, The",1305806,1140,1,2009
5612,Mother and Child,1121977,1162,3,2009
5613,Cairo Time,0896529,1440,3,2009
5614,Map of the Sounds of Tokyo,1185376,1549,1,2009
5615,Exam,1258197,1454,3,2009
5616,Cooking with Stella,1479676,1526,3,2009
5617,Hideaway (Le refuge),1504429,1485,3,2009
5618,Summer Wars,1474276,1486,3,2009
5619,Brothers,0765010,1487,3,2009
5620,"Slammin&#39; Salmon, The",1135525,1488,3,2009
5621,"Young Victoria, The",0962736,1490,3,2009
5622,Perrier&#39;s Bounty,1003034,1493,0,2009
5623,"Unloved, The",1268989,1494,3,2009
5624,"Girlfriend Experience, The",1103982,1479,3,2009
5625,Bride Wars,0901476,1395,3,2009
5626,Dead Snow,1278340,1080,2,2009
5627,About Elly,1360860,1609,3,2009
5628,Coco Chanel &amp; Igor Stravinsky,1023441,1634,2,2009
5629,Ngai chai dor ching,1463188,1638,2,2009
5630,2012,1190080,1695,1,2009
5631,"Assassin Next Door, The",1198153,1705,3,2009
5632,Survival of the Dead,1134854,1720,1,2009
5633,"Unborn, The",1139668,1721,3,2009
5634,"Ugly Truth, The",1142988,1724,2,2009
5635,Thirst (Bakjwi),0762073,1738,3,2009
5636,Case 39,0795351,1750,3,2009
5637,A Prophet (Un Prophete),1235166,1756,1,2009
5638,Micmacs (Micmacs &agrave; tire-larigot),1149361,1771,3,2009
5639,"Limits of Control, The",1135092,1779,1,2009
5640,Still waiting,1116186,1780,3,2009
5641,Lebanon,1483831,1796,0,2009
5642,Jaffa,1406160,1797,3,2009
5643,Lourdes,1405809,1803,3,2009
5644,"Police, Adjective",1337051,1804,1,2009
5645,"Milk of Sorrow, The",1206488,1805,3,2009
5646,"Disappearance of Alice Creed, The",1379177,1813,0,2009
5647,Coco avant Chanel,1035736,1821,3,2009
5648,Defendor,1303828,1823,1,2009
5649,A Serious Man,1019452,1870,2,2009
5650,Lesbian Vampire Killers,1020885,1885,3,2009
5651,"Time Traveler&#39;s Wife, The",0452694,1909,3,2009
5652,Everybody&#39;s Fine,0780511,1917,2,2009
5653,"Scouting Book for Boys, The",1022885,1936,2,2009
5654,Crossing Over,0924129,2042,3,2009
5655,"Blind Side, The",0878804,2048,2,2009
5656,Storm,0768239,2105,3,2009
5657,"Good Guy, The",1247662,2109,3,2009
5658,"Girl Who Kicked the Hornets&#39; Nest, The",1343097,2125,3,2009
5659,Last Train Home,1512201,2126,3,2009
5660,Ondine,1235796,2127,3,2009
5661,Suck,1323605,2134,1,2009
5662,"Girl Who Played with Fire, The",1216487,2149,3,2009
5663,TiMER,1179794,2166,2,2009
5664,Tournament,0471041,2174,0,2009
5665,J&#39;ai tu&eacute; ma m&egrave;re,1424797,2196,2,2009
5666,"Box, The",0362478,2239,3,2009
5667,My Last Five Girlfriends,1050002,2258,3,2009
5668,Get Low,1194263,2273,1,2009
5669,Brief Interviews With Hideous Men,0790627,2304,0,2009
5670,Where the Wild Things Are,0386117,2336,1,2009
5671,Uncertainty,1086216,2348,3,2009
5672,G-Force,0436339,2378,1,2009
5673,Cracks,1183665,2396,3,2009
5674,Fast &amp; Furious,1013752,2401,1,2009
5675,Paper Heart,1331064,2435,3,2009
5676,"Bad Lieutenant: Port of Call - New Orleans, The",1095217,2438,3,2009
5677,Le h&eacute;risson,1442519,2439,3,2009
5678,Eyes Wide Open,1424327,2443,1,2009
5679,Alice,1461312,2454,3,2009
5680,Kaiji: The Ultimate Gambler,1309449,2464,0,2009
5681,Mega Shark vs Giant Octopus,1350498,2470,0,2009
5682,My Bloody Valentine 3D,1179891,2489,2,2009
5683,Gamer,1034032,2536,1,2009
5684,"City of Your Final Destination, The",0896923,2540,3,2009
5685,A Town Called Panic,1433540,2558,1,2009
5686,"Boondock Saints II: All Saints Day, The",1300851,2600,0,2009
5687,Mutants,1146320,2606,3,2009
5688,Exit 117,1521783,2635,2,2009
5689,Desert Flower,1054580,2650,3,2009
5690,Monsters vs Aliens,0892782,2656,3,2009
5691,Mary and Max,0978762,2669,1,2009
5692,Enter the Void,1191111,2671,1,2009
5693,Dear Lemon Lima,1242423,2685,3,2009
5694,Our Summer in Tehran,1326956,2755,3,2009
5695,"Messenger, The",0790712,2776,1,2009
5696,Ink,1071804,2777,3,2009
5697,Broken Embraces,0913425,2830,3,2009
5698,"Double Hour, The",1379222,2884,3,2009
5699,Modern Family,1442437,2915,3,2009
5700,Finding Bliss,1185242,2936,3,2009
5701,Veronika Decides to Die,1068678,2956,3,2009
5702,Year of the Carnivore,1372306,3041,3,2009
5703,OSS 117: Lost in Rio,1167660,3061,1,2009
5704,3 Idiots,1187043,3066,1,2009
5705,Professor Layton and the Eternal Diva,1488591,3082,3,2009
5706,"My Son, My Son, What Have Ye Done",1233219,3165,2,2009
5707,"Horde, The",1183276,3200,0,2009
5708,C Me Dance,1314645,4322,3,2009
5709,He&#39;s Just Not That Into You,1001508,3299,3,2009
5710,Harry Brown,1289406,3345,1,2009
5711,Headhunter,1322315,3356,1,2009
5712,"Dancer and the Thief, The",1243375,3377,0,2009
5713,Il richiamo,1463167,3378,3,2009
5714,"Concert, The",1320082,3462,2,2009
5715,RoboGeisha,1381512,3472,3,2009
5716,Little Girl,1426371,3516,3,2009
5717,Wonder Woman,1186373,3585,3,2009
5718,Paa,1532957,3730,2,2009
5719,Evangelion: 2.0 You Can (Not) Advance,0860906,3732,3,2009
5720,"Maid, The",1187044,3752,3,2009
5721,Armored,0913354,3779,0,2009
5722,Wild About Harry,0435711,3813,3,2009
5723,Albino Farm,1050001,3821,3,2009
5724,Attack on Leningrad,0432314,3838,3,2009
5725,Dance Subaru,1230424,3846,3,2009
5726,"Girl (Flickan), The",1342378,3847,3,2009
5727,Tinker Bell and the Lost Treasure,1216516,3906,3,2009
5728,Technotise - Edit i ja,1372301,3936,3,2009
5729,According to Greta,1059925,3997,3,2009
5730,Black Dynamite,1190536,4000,2,2009
5731,Infestation,1020543,4006,3,2009
5732,"Good Witch&#39;s Garden, The",1312251,4014,3,2009
5733,Valhalla Rising,0862467,4129,0,2009
5734,Pandorum,1188729,4047,1,2009
5735,Deadline,1242618,4049,3,2009
5736,"Fourth Kind, The",1220198,4062,3,2009
5737,In the Electric Mist,0910905,4075,2,2009
5738,"Skeptic, The",0493451,4076,1,2009
5739,Fired Up!,1083456,4086,1,2009
5740,Vampire Girl versus Frankenstein Girl,1425928,4088,3,2009
5741,One Hot Summer,1422201,4114,2,2009
5742,Adam,1185836,4119,2,2009
5743,I Come with the Rain,1024744,4217,0,2009
5744,Whiteout,0365929,4265,3,2009
5745,Dead Hooker in a Trunk,1508661,4332,3,2009
5746,Natale a Beverly Hills,1504362,4467,1,2009
5747,"Wild Hunt, The",1493886,4466,1,2009
5748,Elsewhere,0874271,4533,3,2009
5749,Friday the 13th,0758746,4570,2,2009
5750,"Final Destination, The",1144884,4596,3,2009
5751,Carriers,0806203,4763,3,2009
5752,[Rec] 2,1245112,4764,1,2009
5753,"Uninvited, The",0815245,4765,3,2009
5754,David&#39;s Birthday,1273204,4780,3,2009
5755,Polytechnique,1194238,4827,3,2009
5756,Surviving Evil,0804539,4846,3,2009
5757,Do Comeco ao Fim,1440741,4929,2,2009
5758,Not Since You,1072438,4931,2,2009
5759,12 Men of Christmas,1446201,5013,3,2009
5760,State of Play,0473705,5019,3,2009
5761,El nino pez,1235842,5034,3,2009
5762,Last of the Living,1351177,5052,0,2009
5763,El traspatio (Backyard),1257579,5116,3,2009
5764,Dom zly,1485698,5120,1,2009
5765,Nowhere Boy,1266029,5153,3,2009
5766,Reservoir Hill,2177683,5173,3,2009
5767,Heartless,1220214,5202,1,2009
5768,Nasty Old People,1527679,5251,3,2009
5769,Awaydays,1137436,5359,2,2009
5770,"Last House on the Left, The",0844708,5363,3,2009
5771,Amelia,1129445,5367,3,2009
5772,Fruit Fly,1326221,5402,3,2009
5773,And Then Came Lola,1123894,5462,3,2009
5774,Drool,1268962,5506,3,2009
5775,Make the Yuletide Gay,1305714,5586,3,2009
5776,Reykjavik Whale Watching Massacre,1075749,5784,3,2009
5777,"Joneses, The",1285309,5636,3,2009
5778,Aliens in the Attic,0775552,5666,3,2009
5779,"Wrong House, The",1648194,5695,3,2009
5780,Queen to Play,1082009,5718,3,2009
5781,Big Font. Large Spacing,1479163,5857,3,2009
5782,Triangle,1187064,5889,3,2009
5783,Love Takes Wing,1269560,5891,3,2009
5784,Children of the Corn,1290135,5907,1,2009
5785,Ju-on: White Ghost,1422675,5923,3,2009
5786,Ju-on: Black Ghost,1422674,5951,3,2009
5787,Cosmonauta,1332054,5966,3,2009
5788,Love Happens,0899106,6058,3,2009
5789,Bran Nue Dae,1148165,6067,1,2009
5790,Redline,1483797,6122,3,2009
5791,Solomon Kane,0970452,6189,3,2009
5792,XXXHOLic: Shunmuki - Zenpen,1263772,6213,3,2009
5793,XXXHOLiC: Shunmuki - Kouhen,1461305,6214,3,2009
5794,Sorority Row,1232783,6224,3,2009
5795,Taking Woodstock,1127896,6270,1,2009
5796,After.Life,0838247,6311,1,2009
5797,"Descent: Part 2, The",1073105,6533,3,2009
5798,Chohatsu Daikaiju Gehara,3671900,6571,0,2009
5799,Madea Goes to Jail,1142800,6573,0,2009
5800,"Cry of the Owl, The",1034302,6580,0,2009
